sample_name,total_reads,log_total_reads,estimated_biomass_per_pcrrxn,estimated_biomass_per_dnarxn,extraction_mass_g,estimated_cells_per_g,log_estimated_cells_per_g
13414.58.midgut,8487.0,3.9287542021766533,543.146928248825,6517.7631389859,0.1169,55755.03112904961,4.746284062625996
13414.59.gill,15025.0,4.176814480674778,4010.9993722021077,48131.99246642529,0.296,162608.0826568422,5.21114212899497
13414.59.hg,4991.0,3.698187569866122,84.68735878733297,1016.2483054479956,0.1128,9009.293488014146,3.954690734787324
13414.59.midgut,21331.0,4.329011215707369,13677.837045889817,164134.04455067782,0.1518,1081251.940386547,6.033926899847127
13414.59.skin,2021.0,3.305566313515304,3.5764113693274315,42.91693643192918,0.017,2524.5256724664223,3.4021797914917205
13414.6.gill,4138.0,3.616790486329716,43.94282887093385,527.3139464512062,0.309,1706.5176260556836,3.2321107783217706
13414.6.hg,20623.0,4.314351841775663,12153.52535785839,145842.30429430067,0.069,2113656.583975372,6.325034426774678
13414.6.midgut,11016.0,4.042023927248867,1353.3749062679105,16240.498875214926,0.145,112003.44051872363,5.049231363521494
13414.6.skin,1684.0,3.226342087163631,1.8885260465716653,22.662312558859984,0.167,135.70247041233523,2.132587753899084
13414.60.gill,31527.0,4.498682646757017,53697.299927967666,644367.599135612,0.111,5805113.505726234,6.763810715793566
13414.60.hg,21162.0,4.325556710051133,13302.244457432407,159626.9334891889,0.0214,7459202.499494809,6.8726923973677
13414.60.midgut,9451.0,3.9754777631658746,791.5406117546436,9498.487341055723,0.0239,397426.2485797373,5.599256547315512
13414.60.skin,6287.0,3.7984434603501875,190.0047414634079,2280.056897560895,0.043,53024.57901304407,4.724477229135083
13414.61.gill,6396.0,3.805908455074197,201.78815085422937,2421.4578102507526,0.041,59059.94659148177,4.771293049892263
13414.61.hg,12078.0,4.081995025272298,1867.8284686874847,22413.941624249816,0.0013,17241493.557115242,7.236574884198562
13414.61.midgut,10186.0,4.008003671840159,1028.7981622639993,12345.577947167993,0.0241,512264.6451107051,5.709494383275962
13414.61.skin,9325.0,3.9696488404807253,755.2122958176883,9062.54754981226,0.004,2265636.887453065,6.3551903069343325
13414.62.gill,12961.0,4.112638510618493,2391.1374597659146,28693.649517190977,0.067,428263.4256297161,5.631710986548249
13414.62.hg,7981.0,3.9020573108084666,437.9906417989474,5255.8877015873695,0.041,128192.38296554559,5.107862220703003
13414.62.midgut,11440.0,4.058426024457005,1544.6627668443818,18535.953202132583,0.0678,273391.6401494481,5.436785230449532
13414.62.skin,10179.0,4.00770511436478,1026.3254044365067,12315.90485323808,0.059,208744.15005488272,5.319614313451529
13414.63.gill,36730.0,4.565020928345294,91657.85153324802,1099894.2183989761,0.234,4700402.642730667,6.6721350617710975
13414.63.hg,28572.0,4.4559406414525045,38048.19107412119,456578.2928894543,0.0513,8900161.65476519,6.949397894862319
13414.63.midgut,22609.0,4.3542813538497285,16767.780128587183,201213.3615430462,0.0235,8562270.703959413,6.9325889543295585
13414.63.skin,4679.0,3.67015304519218,67.55907663724577,810.7089196469492,0.075,10809.452261959323,4.033803687881578
13414.64.gill,58779.0,4.769222193200082,475309.4138798588,5703712.966558306,0.087,65559919.155842595,7.816638409355552
13414.64.midgut,17433.0,4.241372130158435,6748.957822734777,80987.49387281733,0.0415,1951505.8764534295,6.290369863384346
13414.65.gill,5818.0,3.7647737169110402,144.84498605196734,1738.139832623608,0.116,14983.964074341447,4.1756267231008986
13414.65.hg,3927.0,3.594060901270418,36.586686178027435,439.0402341363292,0.05999,7318.556995104671,3.8644254593587064
13414.65.midgut,23378.0,4.3688073542972985,18850.542375798446,226206.50850958136,0.0659,3432572.208036136,6.535619681880183
13414.65.skin,9217.0,3.9645895874899035,725.0352667520034,8700.423201024041,0.046,189139.63480487047,5.276782546155367
13414.66.gill,7944.0,3.900039235487325,430.92387508553304,5171.086501026397,0.198,26116.598490032306,4.416916612373086
13414.66.hg,5229.0,3.7184186418296554,99.6867591372698,1196.2411096472376,0.0943,12685.483665400188,4.103307030423334
13414.66.midgut,16124.0,4.207472789481014,5135.373507158211,61624.48208589853,0.0693,889242.1657416816,5.949020047723272
13414.66.skin,4180.0,3.621176281775035,45.52400823976803,546.2880988772164,0.133,4107.429314866288,3.613570098357211
13414.67.gill,1686.0,3.2268575702887237,1.896389003019551,22.75666803623461,0.684,33.269982509114925,1.522052572549109
13414.67.hg,2102.0,3.3226327116922234,4.103821019979703,49.24585223975644,0.075,656.6113631967526,2.8173083942796207
13414.67.midgut,10324.0,4.013847995871831,1078.4207665370684,12941.04919844482,0.0548,236150.53281833613,5.373188929797547
13414.67.skin,19623.0,4.292765403851628,10212.661155885455,122551.93387062545,0.074,1656107.2144679115,6.219088449082047
13414.68.gill,17501.0,4.2430628648048065,6841.559880505089,82098.71856606106,0.268,306338.5021121681,5.486201584478815
13414.68.hg,16425.0,4.215505378231819,5478.858972089001,65746.30766506802,0.0847,776225.5922676271,5.889987957390576
13414.68.midgut,19415.0,4.2881373948820665,9838.719350390948,118064.63220469137,0.0457,2583471.1642164416,6.412203618468648
13414.68.skin,17671.0,4.247261126880467,7077.031901147597,84924.38281377117,0.104,816580.6039785689,5.911999060028419
13414.69.gill,5475.0,3.738384123512156,117.09184974724285,1405.102196966914,0.026,54042.392191035164,4.732734564857248
13414.69.hg,15374.0,4.186786876733248,4346.7131090883095,52160.55730905972,0.0344,1516295.2706122012,6.180783780393061
13414.69.midgut,11750.0,4.0700378666077555,1696.2151738105538,20354.582085726644,0.0392,519249.54300323076,5.715376122980343
13414.69.skin,2475.0,3.3935752032695876,7.269803599408016,87.2376431928962,0.0004,218094.1079822405,5.338643932862675
13414.7.gill,19568.0,4.29154643969221,10112.812088042387,121353.74505650863,0.308,394005.66576788516,5.595502466988103
13414.7.hg,4774.0,3.6788824146707357,72.48378646596183,869.8054375915419,0.057,15259.744519149857,4.1835472626586885
13414.7.midgut,10919.0,4.0381828659906605,1312.1167534934768,15745.401041921723,0.1002,157139.7309573026,5.196286005243527
13414.7.skin,1239.0,3.0930713063760633,0.6450724145712546,7.740868974855056,0.05,154.81737949710111,2.1898197121351273
13414.70.gill,1219.0,3.0860037056183818,0.6093521201371196,7.312225441645435,0.012,609.3521201371195,2.7848683265240606
13414.70.midgut,3219.0,3.5077209766856137,18.24274040985469,218.91288491825628,0.0033,66337.23785401706,4.821757384431995
13414.70.skin,8334.0,3.9208534961212593,509.6369381756308,6115.64325810757,0.005,1223128.651621514,6.087472139579864
13414.71.gill,7484.0,3.8741337788279724,349.7183963586742,4196.620756304091,0.038,110437.38832379186,5.043116127684927
13414.71.hg,15720.0,4.196452541703389,4698.893991650835,56386.72789981002,0.0113,4989975.92033717,6.698098449893946
13414.71.midgut,8249.0,3.916401303603876,491.6725849761931,5900.071019714317,0.0241,244816.2248844115,5.388840196742598
13414.71.skin,4779.0,3.6793370305207937,72.74987568661177,872.9985082393413,0.0007,1247140.7260562018,6.095915461579084
13414.72.gill,61557.0,4.789277446195285,558701.516485306,6704418.197823672,0.112,59860876.76628278,7.777143073546103
13414.72.hg,49367.0,4.693436736232442,258041.37294688015,3096496.4753625616,0.063,49150737.70416764,7.691530040549537
13414.72.midgut,21806.0,4.338576007749808,14774.030456597942,177288.3654791753,0.0648,2735931.566036656,6.437105230159061
13414.72.skin,6032.0,3.7804613328617176,164.36826934903576,1972.419232188429,0.028,70443.54400672961,4.847841197151128
13414.73.gill,33014.0,4.51869814695026,63098.164801026855,757177.9776123222,0.413,1833360.7206109497,6.263247922440783
13414.73.midgut,27132.0,4.433481808392984,31748.034614257092,380976.4153710851,0.0141,27019603.927027315,7.431678978528825
13414.73.skin,6503.0,3.8131137540078988,213.85421627431106,2566.2505952917327,0.111,23119.374732357952,4.363976084335054
13414.74.gill,76827.0,4.8855138748530225,1213544.1194007592,14562529.43280911,0.277,52572308.42169353,7.720757047073451
13414.74.hg,16539.0,4.218509247198932,5613.130873308709,67357.5704797045,0.0413,1630933.9099202058,6.212436362549466
13414.74.midgut,24636.0,4.3915701954182165,22646.714220701182,271760.5706484142,0.0208,13065412.05040453,7.116123110840618
13414.74.skin,1905.0,3.279894980011638,2.9079366215263636,34.89523945831636,0.012,2907.9366215263635,3.4635849368426666
13414.75.gill,5300.0,3.724275869600789,104.50587578437236,1254.0705094124683,0.123,10195.695198475352,4.008416843705932
13414.75.hg,2086.0,3.319314304090512,3.9955109232851007,47.94613107942121,0.0139,3449.3619481597993,3.5377387681107986
13414.75.midgut,21670.0,4.335858911319818,14453.991369554727,173447.89643465672,0.0329,5271972.536007803,6.72197313916347
13414.75.skin,34971.0,4.5437080511903565,77190.5124632869,926286.1495594428,0.02,46314307.477972135,7.665715174578828
13414.76.gill,10288.0,4.012330955580147,1065.3145069891737,12783.774083870085,0.009,1420419.3426522317,6.152416577703031
13414.76.hg,8117.0,3.9093955459671057,464.6782351975262,5576.138822370314,0.0117,476593.0617410525,5.678147715581758
13414.76.midgut,21835.0,4.339153196257359,14842.923152963509,178115.07783556212,0.013,13701159.83350478,7.136757332701691
13414.76.skin,12460.0,4.0955180423231505,2082.928325294235,24995.13990353082,0.007,3570734.2719329745,6.552757531926979
13414.77.gill,8197.0,3.91365493508662,480.9083606276237,5770.900327531484,0.007,824414.3325044977,5.9161455334146815
13414.77.hg,3078.0,3.48826861549546,15.595419719572432,187.14503663486917,0.0143,13087.0654989419,4.116842276001558
13414.77.midgut,8426.0,3.925621454790829,529.6038605257817,6355.24632630938,0.0096,662004.8256572271,5.820861155223184
13414.77.skin,2534.0,3.4038066105474227,7.894738150891402,94.73685781069682,0.0098,9667.02630721396,3.985292900455132
13414.78.gill,25676.0,4.40952736701224,26173.65043460822,314083.8052152986,0.128,2453779.7282445203,6.389835574242028
13414.78.midgut,18510.0,4.267406418752904,8324.722562335037,99896.67074802043,0.0845,1182209.1212783484,6.0726943058042515
13414.78.skin,11595.0,4.064270752974006,1619.172639548168,19430.071674578016,0.0011,17663701.52234365,7.247081717490776
13414.79.gill,2001.0,3.3012470886362113,3.4540451927613667,41.4485423131364,0.577,71.83456206782739,1.856333448473792
13414.79.hg,7110.0,3.851869600729766,292.2689634785653,3507.2275617427836,0.1598,21947.60676935409,4.341387170431026
13414.79.skin,10882.0,4.036708721569886,1296.6185682361834,15559.4228188342,0.067,232230.19132588358,5.365918679975685
13414.8.gill,46144.0,4.6641152387033165,203727.3851148944,2444728.621378733,0.165,14816537.099265046,7.170746712792177
13414.8.midgut,2766.0,3.441852175773292,10.727938403397125,128.7352608407655,0.2346,548.743652347679,2.7393695095302317
13414.8.skin,2004.0,3.301897717195208,3.47220646631954,41.66647759583448,0.153,272.32991892702273,2.435095356768265
13414.80.hg,5292.0,3.7236198355154633,103.954731513981,1247.456778167772,0.1216,10258.690609932335,4.011091932201662
13414.80.midgut,5909.0,3.7715139899796664,152.93179967439113,1835.1815960926936,0.219,8379.824639692664,3.9232349304667116
13414.80.skin,5151.0,3.711891549880579,94.57783861409602,1134.9340633691522,0.083,13673.904377941592,4.135892538539189
13414.81.gill,81999.0,4.913808556077252,1524407.6920714995,18292892.304857995,0.23,79534314.3689478,7.900554541560087
13414.81.hg,12018.0,4.07983219967722,1835.5491466288345,22026.589759546012,0.08,275332.37199432513,5.439857276238897
13414.81.midgut,2274.0,3.356790460351716,5.4045264519667615,64.85431742360115,0.0636,1019.7219720692003,3.008481777197793
13414.81.skin,49718.0,4.696513650009151,264520.95616023894,3174251.4739228673,0.058,54728473.68832529,7.738213336357721
13414.82.gill,1531.0,3.184975190698261,1.3530632993063736,16.23675959167648,0.117,138.77572300578188,2.1423134986348007
13414.82.hg,5636.0,3.750970984437319,129.5946242176719,1555.1354906120628,0.0372,41804.71748957158,4.621225292877591
13414.82.midgut,12508.0,4.0971878725708955,2111.152317940376,25333.827815284516,0.0661,383265.17118433455,5.583499354997342
13414.82.skin,15622.0,4.193736633469647,4597.14929245638,55165.79150947656,0.0243,2270197.181459941,6.356063580145064
13414.83.gill,1643.0,3.215637563435062,1.7324143897729063,20.788972677274877,0.024,866.2071948864532,2.937621786743751
13414.83.hg,1626.0,3.2111205412580492,1.6704748502223385,20.045698202668063,0.0272,736.9741986275023,2.8674522835308984
13414.83.midgut,7439.0,3.871514558708382,342.4127246699663,4108.952696039595,0.0177,232144.22011523135,5.365757875151408
13414.83.skin,5906.0,3.7712934426290596,152.6601810222399,1831.9221722668788,0.01,183192.21722668788,5.262907019073639
13414.84.gill,47438.0,4.676126370759378,224436.967145642,2693243.605747704,0.088,30605040.97440573,7.4857929652743955
13414.84.hg,2395.0,3.379305517750582,6.479949613967914,77.75939536761497,0.0601,1293.8335335709646,3.1118784029925197
13414.84.midgut,7666.0,3.8845688149183335,380.40510201239834,4564.86122414878,0.0782,58374.18445203043,4.766220826071692
13414.84.skin,13488.0,4.129947557280667,2749.1274816974114,32989.52978036894,0.076,434072.76026801235,5.637562533047928
13414.85.gill,3114.0,3.4933186082321015,16.2433114778093,194.9197377337116,0.0698,2792.5463858697935,3.446000395739295
13414.85.hg,6318.0,3.8005796215691303,193.30454853031517,2319.654582363782,0.0689,33666.9750705919,4.527204097404845
13414.85.midgut,17066.0,4.2321317412966195,6264.562163286054,75174.74595943265,0.07,1073924.9422776091,6.0309739291347135
13414.85.skin,8324.0,3.9203320715395895,507.4995372326723,6089.994446792068,0.0015,4059996.297861378,6.608525637562636
13414.86.gill,21027.0,4.322777314703207,13007.554323726737,156090.65188472084,0.058,2691218.1359434626,6.429948900809863
13414.86.hg,1736.0,3.239549720840473,2.1006626543293296,25.207951851951954,0.011,2291.631986541087,3.3601448754912333
13414.86.midgut,19917.0,4.299223923366583,10758.382404605758,129100.5888552691,0.0114,11324613.057479745,7.0540233718440515
13414.86.skin,21714.0,4.336739833491843,14556.985856892628,174683.83028271154,0.01,17468383.028271154,7.242252706104857
13414.87.midgut,5392.0,3.7317498835272636,110.9950222839373,1331.9402674072476,0.0422,31562.565578370795,4.499172297808716
13414.87.skin,5176.0,3.713994267660644,96.19443556029677,1154.3332267235612,0.03,38477.77422411871,4.585209942000372
13414.88.gill,3820.0,3.582063362911709,33.21434401943652,398.57212823323823,0.035,11387.775092378233,4.056438881279307
13414.88.hg,9351.0,3.9708580569965024,762.6089816822033,9151.30778018644,0.0073,1253603.8055049917,6.09816030182948
13414.88.midgut,8150.0,3.9111576087399764,471.32495406499373,5655.899448779925,0.0345,163939.1144573891,5.2146825848477825
13414.88.skin,3558.0,3.5512059437479064,25.90056579407217,310.80678952886603,0.008,38850.84869110825,4.589400510340004
13414.89.g,1936.0,3.286905352972375,3.076980576605644,36.92376691926773,0.0009,41026.407688075255,4.613063491386921
13414.89.midg,2299.0,3.361538971269279,5.615388577824501,67.38466293389402,0.0083,8118.634088420966,3.9094829679406113
13414.89.s,5251.0,3.720242018287057,101.16265255474714,1213.9518306569657,0.0031,391597.36472805345,5.592839760536831
13414.9.gill,15613.0,4.193486359709743,4587.885008476255,55054.62010171506,0.417,132025.4678698203,5.120657715209358
13414.9.hg,3189.0,3.5036545192429593,17.654500709359464,211.85400851231356,0.103,2056.835034100132,3.313199461041837
13414.9.midgut,3478.0,3.5413295776666938,23.91866969212588,287.02403630551055,0.1399,2051.6371429986457,3.3121005529660175
13414.90.hg,6135.0,3.787814567063023,174.40462050277213,2092.8554460332657,0.0006,3488092.410055443,6.542587982179544
13414.90.midg,15937.0,4.202406572639379,4929.8957877478215,59158.74945297386,0.0014,42256249.60926704,7.625890949264381
13414.91.g,4563.0,3.659250468772661,61.87557175020131,742.5068610024157,0.007,106072.40871463082,5.025602431014351
13414.91.hg,1513.0,3.179838928023187,1.298191082099397,15.578292985192764,0.0016,9736.433115745476,3.988399884818815
13414.91.midg,1919.0,3.2830749747354715,2.9834345287487625,35.80121434498515,0.0024,14917.172643743814,4.173686516060254
13414.92.g,5340.0,3.727541257028556,107.29295368769752,1287.5154442523703,0.0005,2575030.888504741,6.410782442940979
13414.92.hg,5925.0,3.7726883546821415,154.3862662445273,1852.6351949343275,0.0005,3705270.389868655,6.568819905849265
13414.92.s,5489.0,3.739493230781615,118.14330012588273,1417.7196015105928,0.02,70885.98007552965,4.850560348329504
13414.93.g,1898.0,3.2782962080912736,2.870704129613566,34.44844955536279,0.058,593.9387854372895,2.773741686535478
13414.93.hg,13469.0,4.129335352916489,2735.595352626051,32827.14423151261,0.0463,709009.5946331017,5.850652112288874
13414.93.midg,15777.0,4.19802442553312,4758.806305175969,57105.67566211163,0.0589,969536.0893397559,5.986563979592548
13414.93.s,2483.0,3.394976719554564,7.352392567870188,88.22871081444225,0.011,8020.791892222023,3.9042172482647626
13414.94.midg,5644.0,3.7515870050823104,130.239694138985,1562.8763296678198,0.1122,13929.37905229786,4.143931756756246
13414.94.s,7388.0,3.868526886768204,334.2654937760046,4011.1859253120547,0.023,174399.38805704587,5.241544956720892
13414.95.g,2426.0,3.3848907965305544,6.778333039616035,81.33999647539241,0.0099,8216.161260140647,3.9146689546522624
13414.95.hg,8706.0,3.9398186628213794,593.8113356737854,7125.736028085425,0.0006,11876226.713475708,7.07467847954978
13414.95.midg,1881.0,3.274388795550379,2.7817015488938264,33.380418586725916,0.0002,166902.09293362958,5.222461782717756
13414.95.s,1466.0,3.166133970305109,1.1624235568803982,13.949082682564779,0.005,2789.8165365129557,3.4455756442055487
13414.96.g,8490.0,3.928907690243953,543.8192954454486,6525.831545345383,0.0005,13051663.090690766,7.11566585459313
13414.96.hg,2604.0,3.4156409798961542,8.684882606660588,104.21859127992707,0.0072,14474.804344434315,4.160612702091576
13414.96.midg,3295.0,3.517855418930029,19.795464823732058,237.54557788478468,0.009,26393.953098309412,4.421504440625888
13414.96.s,11785.0,4.071329586860343,1713.9676161131342,20567.611393357613,0.0081,2539211.2831305694,6.40469883922743
13414.97.g,11534.0,4.061979947074878,1589.5499807718172,19074.599769261808,0.6152,31005.52628293532,4.491439107391885
13414.97.s,9051.0,3.956696564894651,680.3456273497036,8164.147528196443,0.0162,503959.7239627434,5.70239582938268
13414.98.hg,1352.0,3.130976691605617,0.8755809647172856,10.506971576607427,0.2452,42.85061817539734,1.6319570915620731
13414.98.midg,5722.0,3.757547853469244,136.64990172265706,1639.7988206718846,0.0729,22493.810983153424,4.352063041417876
13414.98.s,5154.0,3.712144414214886,94.77079782534918,1137.2495739041901,0.0147,77363.91659212178,4.888538448035774
13414.99.g,3056.0,3.485153349903652,15.208699427509554,182.50439313011464,0.0189,9656.317096831463,3.984811518806668
13414.99.hg,8371.0,3.9227773419287977,517.6012567546752,6211.2150810561025,0.0344,180558.5779376774,5.256618125620815
13414.99.midg,2322.0,3.365862215402555,5.814512853634881,69.77415424361857,0.148,471.4469881325579,2.6734328655657027
13414.99.s,4066.0,3.60916737430202,41.32409012243786,495.8890814692543,0.0128,38741.33448978549,4.588174576413243
13414.A1.gill,29591.0,4.471159641981976,43013.83267112916,516165.9920535499,0.5976,863731.5797415493,5.936378798556607
13414.A10.gill,4116.0,3.6144753660903954,43.130444189910065,517.5653302789208,0.4301,1203.3604517063957,3.080395734355309
13414.A11.gill,35715.0,4.552850654460561,83093.60794962138,997123.2953954565,0.1932,5161093.661467166,6.712741740544329
13414.A12.gill,1473.0,3.168202746842631,1.1819691923440665,14.183630308128798,0.0776,182.778741084134,2.261925681732864
13414.A13.gill,12623.0,4.101162582214841,2179.8822933656606,26158.587520387926,0.3332,78507.16542733471,4.894909297045052
13414.A14.gill,2982.0,3.474507639116976,13.958114452900233,167.4973734348028,0.451,371.3910719175228,2.569831459275708
13414.A2.gill,2522.0,3.401745082237063,7.764640414577168,93.17568497492601,0.2209,421.80029413728386,2.6251068782535265
13414.A20.gill,25198.0,4.4013660715976775,24507.311710643604,294087.7405277232,0.4633,634767.4088662276,5.802614620488432
13414.A21.gill,1296.0,3.1126050015345745,0.7550682186757818,9.06081862410938,0.5131,17.658972177176732,1.2469654223009634
13414.A23.gill,7533.0,3.8769679674325848,357.7993592145789,4293.592310574946,0.3014,14245.495390096039,4.153677556519981
13414.A4.gill,16394.0,4.214684930750601,5442.746966257684,65312.96359509221,0.0255,2561292.6900036163,6.408459210014813
13414.A5.gill,2126.0,3.327563260187278,4.270195925566117,51.24235110679341,0.0176,2911.497221976898,3.4641163800594725
13414.A8.gill,11001.0,4.041432164680265,1346.935049755818,16163.220597069816,0.2303,70183.32868897011,4.8462339622973
13414.A9.gill,5749.0,3.759592308645975,138.92037315079452,1667.0444778095343,0.005,333408.89556190686,5.52297718290024
13414.P1hg.PBs.1.1910000,55424.0,4.743697866001233,386926.50603319367,4643118.072398324,0.0,inf,inf
13414.P1hg.PBs.2.191000,36806.0,4.565918621784601,92323.45528546,1107881.46342552,0.0,inf,inf
13414.P1hg.PBs.3.19100,23796.0,4.376503960252927,20056.993219478623,240683.91863374348,0.0,inf,inf
13414.P1hg.PBs.4.1910,14660.0,4.1661339703051095,3680.149454873582,44161.79345848298,0.0,inf,inf
13414.P1hg.PBs.6.19,6219.0,3.7937205568135233,182.9076668061664,2194.8920016739967,0.0,inf,inf
13414.P1hg.PBs.7.1.9,2425.0,3.3847117429382823,6.768557550598003,81.22269060717603,0.0,inf,inf
13414.P2mg.PBs.1.1910000,56751.0,4.753973518563937,420337.76848783984,5044053.221854078,0.0,inf,inf
13414.P2mg.PBs.2.191000,28998.0,4.462368045522524,40071.27384480479,480855.2861376575,0.0,inf,inf
13414.P2mg.PBs.3.19100,23737.0,4.375425829792343,19883.45409039503,238601.44908474036,0.0,inf,inf
13414.P2mg.PBs.4.1910,12632.0,4.101472117000238,2185.3276995864535,26223.932395037442,0.0,inf,inf
13414.P2mg.PBs.5.191,6712.0,3.8268519478206438,238.8957254406693,2866.7487052880315,0.0,inf,inf
13414.P2mg.PBs.6.19,2435.0,3.386498965550653,6.866766829068272,82.40120194881926,0.0,inf,inf
13414.P3skin.PBs.1.1910000,56098.0,4.7489473781109375,403649.48650769354,4843793.838092322,0.0,inf,inf
13414.P3skin.PBs.2.191000,32558.0,4.512657718832598,60099.68601219119,721196.2321462943,0.0,inf,inf
13414.P3skin.PBs.3.19100,18570.0,4.26881190373978,8419.565315863356,101034.78379036026,0.0,inf,inf
13414.P3skin.PBs.4.1910,17314.0,4.2383974131812705,6589.063821543237,79068.76585851885,0.0,inf,inf
13414.P3skin.PBs.5.191,2415.0,3.382917135087531,6.671355738031191,80.05626885637429,0.0,inf,inf
13414.P3skin.PBs.6.19,1868.0,3.2713768718940743,2.714984099163282,32.579809189959384,0.0,inf,inf
13414.P4gill.PBs.1.1910000,88670.0,4.947776708464739,2004502.8808714875,24054034.57045785,0.0,inf,inf
13414.P4gill.PBs.2.191000,57036.0,4.756149060342383,427773.5231276926,5133282.277532311,0.0,inf,inf
13414.P4gill.PBs.3.19100,42703.0,4.63045838644608,155322.21103581705,1863866.5324298046,0.0,inf,inf
13414.P4gill.PBs.4.1910,19176.0,4.2827580210255976,9421.24002888926,113054.88034667113,0.0,inf,inf
13414.P4gill.PBs.5.191,11828.0,4.07291131585408,1735.9589692347872,20831.507630817447,0.0,inf,inf
13414.P4gill.PBs.6.19,6877.0,3.8373990243420226,260.0928607458338,3121.114328950005,0.0,inf,inf
13414.ntc.p1hg.f9,6333.0,3.801609488027319,194.91583462687908,2338.9900155225487,0.0,inf,inf
13414.ntc.p1hg.g11,8286.0,3.918344928962275,499.43578406238856,5993.2294087486625,0.0,inf,inf
13414.z1.1,16713.0,4.2230544131791055,5822.580833579331,69870.97000295197,0.0,inf,inf
13414.z1.2,13487.0,4.129915357504422,2748.4140748424497,32980.96889810939,0.0,inf,inf
13414.z1.3,13102.0,4.117337595095921,2483.4401228212955,29801.281473855546,0.0,inf,inf
13414.z1.4,13744.0,4.138113146487167,2936.1519887098993,35233.823864518796,0.0,inf,inf
13414.z2.1,13342.0,4.125220936316564,2646.362523299921,31756.350279599053,0.0,inf,inf
13414.z2.2,12027.0,4.080157310970184,1840.36544212312,22084.385305477437,0.0,inf,inf
13414.z2.3,10864.0,4.035989756936426,1289.1263933721411,15469.516720465694,0.0,inf,inf
13414.z2.4,10998.0,4.0413137153458605,1345.6497101769507,16147.796522123408,0.0,inf,inf
13414.z3.1,11178.0,4.048364105279886,1424.3342565206192,17092.01107824743,0.0,inf,inf
13414.z3.2,8276.0,3.917820481993697,497.32905082773,5967.94860993276,0.0,inf,inf
13414.z3.3,3816.0,3.5816083660320577,33.092757931781776,397.1130951813813,0.0,inf,inf
13414.z3.4,11415.0,4.057475915826254,1532.878814540416,18394.545774484992,0.0,inf,inf
13414.z4.1,3283.0,3.5162708827293403,19.544251084769094,234.53101301722913,0.0,inf,inf
13414.z4.2,4193.0,3.6225248624035684,46.02154572157766,552.2585486589319,0.0,inf,inf
13414.z4.3,3204.0,3.5056925074122,17.94689902888521,215.3627883466225,0.0,inf,inf
13414.z4.4,2144.0,3.3312247810207323,4.398098578488358,52.77718294186029,0.0,inf,inf
